transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 07:48:42,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,56.67.112.206,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.29.2 (KHTML, like Gecko) Version/4.1 Safari/534.29.2",1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 06:02:27,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,220.209.186.62,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 23:52:08,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,89.13.242.109,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),1,2010,,1,other,True,2026-03-07,True
TXN00000004,9235,650,281.73,CLP,declined,2026-02-05 00:42:31,debit_card,Visa Debit,CL,65,Security violation,0.0,0.0,0.0,mobile,121.235.195.45,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),3,2344,True,1,retail,False,,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 21:37:13,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,84.224.172.99,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 06:28:15,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,166.225.53.35,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 17:34:21,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,116.140.98.76,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.1),1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 03:49:40,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,18.75.68.14,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/54.0.863.0 Safari/533.1",1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 07:31:33,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,67.182.225.154,Mozilla/5.0 (Android 1.6; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 09:16:26,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,115.252.89.211,Mozilla/5.0 (Android 4.4.2; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,1,2210,False,6,food_beverage,False,2026-01-23,True
