transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 04:24:33,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,10.61.94.220,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/9.8k6190.0 Mobile/27U296 Safari/531.2",1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 02:38:18,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,45.99.15.30,Mozilla/5.0 (Android 3.2.5; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 20:27:59,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,161.92.228.9,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),1,2010,,1,other,True,2026-03-07,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 18:13:04,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,71.93.49.17,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 03:04:06,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,103.13.246.128,Mozilla/5.0 (Android 4.3; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 14:10:12,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,112.228.65.95,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nan-TW) AppleWebKit/532.29.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.29.7",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 00:25:31,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,166.210.137.26,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.0),1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 04:07:24,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,177.253.5.146,Mozilla/5.0 (Windows NT 6.2; sr-ME; rv:1.9.0.20) Gecko/6005-09-01 06:40:38.270660 Firefox/8.0,1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 05:52:17,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,101.22.124.32,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/25.0.848.0 Safari/535.2",1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 06:05:01,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,94.168.128.200,Opera/8.21.(Windows NT 6.1; ckb-IQ) Presto/2.9.166 Version/11.00,3,2618,,1,utilities,False,,True
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 07:02:55,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,67.250.66.100,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8341-07-31 06:54:59.529694 Firefox/6.0,1,2286,True,1,entertainment,False,2026-02-10,True
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 12:19:30,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,85.243.48.154,Opera/8.40.(X11; Linux i686; sat-IN) Presto/2.9.163 Version/11.00,1,2634,True,1,tech,False,2026-02-09,True
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 13:28:14,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,112.9.245.170,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.39.1 (KHTML, like Gecko) Version/5.0 Safari/532.39.1",1,1183,True,1,entertainment,False,2026-04-01,True
TXN00000020,9312,939,107.48,CLP,approved,2026-01-26 13:19:43,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,174.9.229.178,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7; rv:1.9.3.20) Gecko/7395-06-27 23:34:01.172729 Firefox/3.6.15,1,1472,,1,retail,False,2026-01-27,True
TXN00000021,2120,926,7.16,BRL,approved,2026-03-17 04:55:24,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,141.6.204.223,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1,2379,,1,utilities,False,2026-03-18,True
TXN00000022,7051,428,73.21,CLP,approved,2026-02-04 12:46:34,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,148.209.57.221,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/14.2i2651.0 Mobile/25Y715 Safari/534.1",1,2816,True,1,other,False,2026-02-05,True
TXN00000024,1391,961,75.71,USD,approved,2026-02-16 21:50:25,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,82.85.67.246,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.5.7 (KHTML, like Gecko) Version/4.0.3 Safari/531.5.7",1,906,,1,services,True,2026-02-18,True
TXN00000025,2047,285,139.19,USD,approved,2026-01-20 23:53:35,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,179.199.23.84,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/32.0.865.0 Mobile/11F898 Safari/534.2",1,2641,,1,services,True,2026-01-22,True
TXN00000026,2477,605,18.45,MXN,approved,2026-01-11 12:28:12,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,151.104.225.165,Opera/8.78.(Windows 98; mhr-RU) Presto/2.9.190 Version/12.00,1,1163,True,1,services,False,2026-01-13,True
TXN00000027,1102,262,3.36,BRL,approved,2026-02-06 07:12:35,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,149.224.134.68,Mozilla/5.0 (Android 4.2.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,1,1446,True,1,utilities,False,2026-02-08,True
TXN00000028,5050,719,17.43,BRL,approved,2026-03-07 17:19:51,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,197.12.51.47,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),1,2979,,1,entertainment,False,2026-03-09,True
TXN00000029,819,147,58.98,CLP,approved,2026-01-25 17:13:02,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,124.13.33.239,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),1,1135,,1,utilities,False,2026-01-26,True
TXN00000030,1157,619,57.01,MXN,approved,2026-03-28 17:54:15,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,116.186.217.130,Opera/9.35.(Windows 98; Win 9x 4.90; hr-HR) Presto/2.9.176 Version/11.00,1,2337,True,1,retail,False,2026-03-29,True
TXN00000031,6377,123,6.59,USD,approved,2026-03-21 08:49:43,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/17.0.830.0 Safari/532.2",1,405,,1,travel,True,2026-03-23,True
TXN00000032,8917,850,15.62,MXN,approved,2026-01-13 03:20:04,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,209.208.141.218,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/41.0.889.0 Safari/535.1",1,1666,True,6,tech,False,2026-01-15,True
TXN00000033,1523,574,42.21,BRL,declined,2026-03-05 04:18:13,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,182.67.46.164,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),1,428,,1,utilities,False,,True
TXN00000034,657,841,7.35,BRL,approved,2026-01-31 14:16:51,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,188.69.72.22,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/17.0.850.0 Safari/534.2",1,1258,False,1,other,False,2026-02-01,True
TXN00000035,8341,75,25.07,BRL,approved,2026-01-27 22:30:41,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,157.180.187.182,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),1,2868,,1,other,False,2026-01-28,True
TXN00000036,7743,576,26.79,MXN,approved,2026-02-01 00:53:16,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,167.154.224.235,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/30.0.818.0 Safari/536.0",1,1924,,1,entertainment,False,2026-02-02,True
TXN00000037,9745,978,30.98,ARS,approved,2026-01-21 15:56:11,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,188.42.19.161,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),1,239,,1,food_beverage,False,2026-01-23,True
