transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 07:22:39,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,12.45.113.143,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1; rv:1.9.4.20) Gecko/3863-12-06 18:26:48.801750 Firefox/6.0,1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 05:36:24,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,180.178.45.165,Opera/8.42.(X11; Linux x86_64; mai-IN) Presto/2.9.176 Version/12.00,1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 23:26:05,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,219.248.235.234,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.29.2 (KHTML, like Gecko) Version/5.0.5 Safari/533.29.2",1,2010,,1,other,True,2026-03-07,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 21:11:10,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,223.50.22.248,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 06:02:12,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,191.207.195.153,Opera/8.71.(Windows NT 6.0; ht-HT) Presto/2.9.166 Version/12.00,1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 17:08:18,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,62.69.186.172,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/14.5t7028.0 Mobile/27Z497 Safari/533.0",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 03:23:37,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,142.196.184.248,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 07:05:30,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,21.201.71.115,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; tig-ER) AppleWebKit/533.30.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.30.3",1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 08:50:23,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,178.225.166.178,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/23.0.895.0 Safari/532.2",1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 09:03:07,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,185.153.121.227,Opera/8.93.(Windows CE; pa-IN) Presto/2.9.167 Version/10.00,3,2618,,1,utilities,False,,True
