transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 08:02:40,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,74.100.191.188,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/5.0.3 Safari/534.35.5",1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 06:16:25,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,115.202.150.201,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-06 00:06:06,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,112.106.209.82,Opera/8.83.(X11; Linux i686; tr-CY) Presto/2.9.181 Version/10.00,1,2010,,1,other,True,2026-03-08,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 21:51:11,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,144.154.41.159,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 06:42:13,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,68.149.191.214,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.26.7 (KHTML, like Gecko) Version/5.0.4 Safari/533.26.7",1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 17:48:19,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,215.6.60.38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/54.0.850.0 Safari/533.1",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 04:03:38,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,108.116.115.248,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.34.3 (KHTML, like Gecko) Version/4.1 Safari/532.34.3",1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 07:45:31,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,112.43.94.235,Mozilla/5.0 (Windows NT 5.01; dz-BT; rv:1.9.2.20) Gecko/3520-11-14 01:24:01.396027 Firefox/3.8,1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 09:30:24,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,92.71.16.173,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2; rv:1.9.3.20) Gecko/4592-10-09 00:48:48.603638 Firefox/11.0,1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 09:43:08,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,75.34.92.74,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7481-03-19 13:06:11.044830 Firefox/3.8,3,2618,,1,utilities,False,,True
