transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 04:16:32,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,4.10.33.255,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; te-IN) AppleWebKit/533.13.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.13.4",1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 02:30:17,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,194.21.106.245,Mozilla/5.0 (Windows 95; km-KH; rv:1.9.1.20) Gecko/8037-03-08 04:10:11.377167 Firefox/12.0,1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 20:19:58,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,10.91.175.32,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/47.0.871.0 Safari/536.0",1,2010,,1,other,True,2026-03-07,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 18:05:03,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,188.151.234.24,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 02:56:05,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,91.37.61.179,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 14:02:11,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,156.219.219.226,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0 rv:2.0; ms-MY) AppleWebKit/531.30.2 (KHTML, like Gecko) Version/4.0.1 Safari/531.30.2",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 00:17:30,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,153.136.144.160,Opera/9.18.(Windows NT 6.0; ve-ZA) Presto/2.9.163 Version/11.00,1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 03:59:23,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,102.131.56.10,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 05:44:16,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,148.255.99.180,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/52.0.820.0 Safari/532.2",1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 05:57:00,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,141.248.209.87,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.19.1 (KHTML, like Gecko) Version/4.0 Safari/532.19.1",3,2618,,1,utilities,False,,True
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 06:54:54,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,46.182.206.93,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0),1,2286,True,1,entertainment,False,2026-02-10,True
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 12:11:29,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,74.193.232.228,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),1,2634,True,1,tech,False,2026-02-09,True
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 13:20:13,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,129.204.252.209,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.19.1 (KHTML, like Gecko) Version/4.0 Safari/531.19.1",1,1183,True,1,entertainment,False,2026-04-01,True
TXN00000020,9312,939,107.48,CLP,approved,2026-01-26 13:11:42,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,199.7.41.86,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/21.0.855.0 Safari/532.1",1,1472,,1,retail,False,2026-01-27,True
TXN00000021,2120,926,7.16,BRL,approved,2026-03-17 04:47:23,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,1.192.78.121,Opera/9.12.(Windows NT 11.0; hu-HU) Presto/2.9.185 Version/10.00,1,2379,,1,utilities,False,2026-03-18,True
TXN00000022,7051,428,73.21,CLP,approved,2026-02-04 12:38:33,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,132.145.11.132,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),1,2816,True,1,other,False,2026-02-05,True
TXN00000024,1391,961,75.71,USD,approved,2026-02-16 21:42:24,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,92.15.212.146,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.850.0 Safari/533.0",1,906,,1,services,True,2026-02-18,True
TXN00000025,2047,285,139.19,USD,approved,2026-01-20 23:45:34,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,98.47.215.150,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),1,2641,,1,services,True,2026-01-22,True
TXN00000026,2477,605,18.45,MXN,approved,2026-01-11 12:20:11,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,83.214.7.73,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0),1,1163,True,1,services,False,2026-01-13,True
TXN00000027,1102,262,3.36,BRL,approved,2026-02-06 07:04:34,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,46.18.186.88,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),1,1446,True,1,utilities,False,2026-02-08,True
TXN00000028,5050,719,17.43,BRL,approved,2026-03-07 17:11:50,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,204.190.67.104,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/48.0.811.0 Safari/534.0",1,2979,,1,entertainment,False,2026-03-09,True
TXN00000029,819,147,58.98,CLP,approved,2026-01-25 17:05:01,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,31.233.0.72,Opera/8.24.(Windows NT 10.0; quz-PE) Presto/2.9.161 Version/10.00,1,1135,,1,utilities,False,2026-01-26,True
TXN00000030,1157,619,57.01,MXN,approved,2026-03-28 17:46:14,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,68.145.246.252,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1),1,2337,True,1,retail,False,2026-03-29,True
TXN00000031,6377,123,6.59,USD,approved,2026-03-21 08:41:42,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:4.0; an-ES) AppleWebKit/532.3.6 (KHTML, like Gecko) Version/4.0 Safari/532.3.6",1,405,,1,travel,True,2026-03-23,True
TXN00000032,8917,850,15.62,MXN,approved,2026-01-13 03:12:03,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,74.8.71.60,Opera/9.61.(Windows NT 5.0; el-CY) Presto/2.9.172 Version/12.00,1,1666,True,6,tech,False,2026-01-15,True
TXN00000033,1523,574,42.21,BRL,declined,2026-03-05 04:10:12,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,181.98.109.70,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9204-12-07 00:24:35.833252 Firefox/3.8,1,428,,1,utilities,False,,True
TXN00000034,657,841,7.35,BRL,approved,2026-01-31 14:08:50,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,155.150.240.224,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.14.7 (KHTML, like Gecko) Version/4.1 Safari/534.14.7",1,1258,False,1,other,False,2026-02-01,True
