transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 07:45:42,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,20.225.196.203,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 05:59:27,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,153.175.207.129,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/62.0.896.0 Safari/533.2",1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 23:49:08,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,167.106.38.103,Mozilla/5.0 (Windows NT 6.0; om-ET; rv:1.9.0.20) Gecko/8039-04-16 13:16:29.757385 Firefox/3.6.15,1,2010,,1,other,True,2026-03-07,True
TXN00000004,9235,650,281.73,CLP,declined,2026-02-05 00:39:31,debit_card,Visa Debit,CL,65,Security violation,0.0,0.0,0.0,mobile,87.1.35.3,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; apn-IN) AppleWebKit/533.25.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.25.7",3,2344,True,1,retail,False,,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 21:34:13,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,8.199.253.90,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 06:25:15,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,44.9.8.113,Mozilla/5.0 (Windows NT 11.0; te-IN; rv:1.9.2.20) Gecko/2951-06-01 18:24:38.353714 Firefox/3.8,1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 17:31:21,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,162.18.196.207,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:3.0; so-KE) AppleWebKit/531.18.3 (KHTML, like Gecko) Version/5.1 Safari/531.18.3",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-02-01 03:46:40,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,131.107.124.214,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),1,1304,True,12,tech,True,2026-02-03,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 07:28:33,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,78.244.154.171,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/38.0.822.0 Mobile/60C324 Safari/531.1",1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 09:13:26,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,93.32.59.179,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2 rv:3.0; nan-TW) AppleWebKit/535.20.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.20.1",1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 09:26:10,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,214.157.3.252,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),3,2618,,1,utilities,False,,True
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 10:24:04,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,8.212.157.165,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),1,2286,True,1,entertainment,False,2026-02-10,True
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 15:40:39,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,52.5.226.54,Opera/8.18.(X11; Linux x86_64; da-DK) Presto/2.9.190 Version/12.00,1,2634,True,1,tech,False,2026-02-09,True
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 16:49:23,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,98.156.172.219,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; tr-TR) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.17.3",1,1183,True,1,entertainment,False,2026-04-01,True
