transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 03:42:13,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,39.233.9.19,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6931-03-30 02:47:12.077179 Firefox/3.8,1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 01:55:58,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,1.41.223.186,Opera/9.35.(X11; Linux i686; tcy-IN) Presto/2.9.181 Version/11.00,1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 19:45:39,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,106.151.204.25,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; pl-PL) AppleWebKit/532.3.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.3.6",1,2010,,1,other,True,2026-03-07,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 17:30:44,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,110.100.145.0,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 02:21:46,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,37.142.29.237,Opera/8.22.(Windows NT 4.0; iw-IL) Presto/2.9.190 Version/12.00,1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 13:27:52,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,89.114.219.226,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/57.0.871.0 Safari/535.2",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-01-31 23:43:11,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,20.238.129.65,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),1,1304,True,12,tech,True,2026-02-02,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 03:25:04,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,6.95.255.64,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; niu-NZ) AppleWebKit/531.44.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.44.3",1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 05:09:57,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,14.223.58.67,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 05:22:41,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,194.194.86.176,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.1),3,2618,,1,utilities,False,,True
