transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000001,6719,735,14.89,CLP,approved,2026-01-13 03:28:13,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,103.151.113.74,Mozilla/5.0 (Windows 98; Win 9x 4.90; ml-IN; rv:1.9.0.20) Gecko/9601-01-21 01:42:40.351074 Firefox/3.8,1,1491,True,1,retail,False,2026-01-15,True
TXN00000002,4754,465,14.29,MXN,approved,2026-02-15 01:41:58,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,31.71.166.65,Mozilla/5.0 (Android 12; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,1,2275,True,1,other,False,2026-02-16,True
TXN00000003,2912,586,78.59,USD,approved,2026-03-05 19:31:39,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,11.215.118.11,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),1,2010,,1,other,True,2026-03-07,True
TXN00000005,8637,677,30.44,CLP,approved,2026-01-12 17:16:44,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,189.10.14.95,API/1.0,1,1920,,1,entertainment,False,2026-01-13,True
TXN00000006,1380,918,24.15,MXN,approved,2026-02-15 02:07:46,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,46.8.154.144,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),1,2105,True,1,retail,False,2026-02-17,True
TXN00000008,8087,354,20.61,BRL,approved,2026-02-01 13:13:52,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,184.66.153.235,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.891.0 Safari/532.2",1,2856,True,1,utilities,False,2026-02-02,True
TXN00000009,2684,589,94.06,USD,approved,2026-01-31 23:29:11,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,130.189.117.230,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),1,1304,True,12,tech,True,2026-02-02,True
TXN00000011,3172,412,66.55,BRL,approved,2026-01-07 03:11:04,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,145.23.177.108,Opera/9.35.(Windows 95; aa-DJ) Presto/2.9.181 Version/10.00,1,2885,False,1,services,False,2026-01-08,True
TXN00000012,6975,945,65.29,PEN,approved,2026-01-22 04:55:57,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,170.187.140.204,Opera/8.10.(Windows NT 5.1; pap-AN) Presto/2.9.165 Version/11.00,1,2210,False,6,food_beverage,False,2026-01-23,True
TXN00000013,8830,260,25.35,BRL,declined,2026-03-03 05:08:41,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,87.111.121.187,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),3,2618,,1,utilities,False,,True
TXN00000014,8136,916,174.97,PEN,approved,2026-02-09 06:06:35,debit_card,Mastercard Debit,PE,00,Transaction approved,3.24,5.67,169.3,mobile,50.244.158.163,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/33.0.898.0 Safari/533.2",1,2286,True,1,entertainment,False,2026-02-10,True
TXN00000015,2737,996,27.37,MXN,approved,2026-02-07 11:23:10,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,149.64.130.191,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/21.0.854.0 Safari/535.1",1,2634,True,1,tech,False,2026-02-09,True
TXN00000017,475,694,126.95,BRL,approved,2026-03-30 12:31:54,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,116.241.121.103,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/56.0.818.0 Safari/535.2",1,1183,True,1,entertainment,False,2026-04-01,True
TXN00000020,9312,939,107.48,CLP,approved,2026-01-26 12:23:23,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,46.154.207.117,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/58.0.839.0 Safari/536.2",1,1472,,1,retail,False,2026-01-27,True
TXN00000021,2120,926,7.16,BRL,approved,2026-03-17 03:59:04,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,193.51.175.177,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.8j0054.0 Mobile/01J641 Safari/533.1",1,2379,,1,utilities,False,2026-03-18,True
TXN00000022,7051,428,73.21,CLP,approved,2026-02-04 11:50:14,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,28.211.199.87,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/9.1m0571.0 Mobile/50V605 Safari/532.2",1,2816,True,1,other,False,2026-02-05,True
TXN00000024,1391,961,75.71,USD,approved,2026-02-16 20:54:05,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,214.147.54.69,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/14.8y5831.0 Mobile/64P333 Safari/533.0",1,906,,1,services,True,2026-02-18,True
TXN00000025,2047,285,139.19,USD,approved,2026-01-20 22:57:15,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,56.110.31.5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),1,2641,,1,services,True,2026-01-22,True
TXN00000026,2477,605,18.45,MXN,approved,2026-01-11 11:31:52,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,83.90.104.221,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2074-10-02 00:00:29.347425 Firefox/3.8,1,1163,True,1,services,False,2026-01-13,True
TXN00000027,1102,262,3.36,BRL,approved,2026-02-06 06:16:15,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,158.94.99.133,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_5 rv:3.0; br-FR) AppleWebKit/531.46.6 (KHTML, like Gecko) Version/5.0.5 Safari/531.46.6",1,1446,True,1,utilities,False,2026-02-08,True
TXN00000028,5050,719,17.43,BRL,approved,2026-03-07 16:23:31,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,25.49.151.184,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),1,2979,,1,entertainment,False,2026-03-09,True
TXN00000029,819,147,58.98,CLP,approved,2026-01-25 16:16:42,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,153.142.22.79,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),1,1135,,1,utilities,False,2026-01-26,True
TXN00000030,1157,619,57.01,MXN,approved,2026-03-28 16:57:55,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,53.231.163.137,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/21.0.846.0 Safari/533.1",1,2337,True,1,retail,False,2026-03-29,True
TXN00000031,6377,123,6.59,USD,approved,2026-03-21 07:53:23,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.31.4 (KHTML, like Gecko) Version/4.0.2 Safari/532.31.4",1,405,,1,travel,True,2026-03-23,True
TXN00000032,8917,850,15.62,MXN,approved,2026-01-13 02:23:44,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,138.202.184.43,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),1,1666,True,6,tech,False,2026-01-15,True
TXN00000033,1523,574,42.21,BRL,declined,2026-03-05 03:21:53,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,26.10.123.42,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/50.0.800.0 Mobile/68G652 Safari/535.0",1,428,,1,utilities,False,,True
TXN00000034,657,841,7.35,BRL,approved,2026-01-31 13:20:31,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,181.81.137.155,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),1,1258,False,1,other,False,2026-02-01,True
TXN00000035,8341,75,25.07,BRL,approved,2026-01-27 21:34:21,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,3.110.75.77,Opera/9.59.(X11; Linux i686; hne-IN) Presto/2.9.162 Version/12.00,1,2868,,1,other,False,2026-01-28,True
TXN00000036,7743,576,26.79,MXN,approved,2026-01-31 23:56:56,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,57.98.148.115,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/33.0.888.0 Safari/531.1",1,1924,,1,entertainment,False,2026-02-01,True
