transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 16:42:32,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,22.199.138.113,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1,602,True,1,services,False,2026-02-14,False
TXN00000010,4502,636,20.96,COP,approved,2026-02-22 22:56:21,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,75.145.90.59,Opera/9.80.(Windows NT 10.0; ko-KR) Presto/2.9.189 Version/11.00,1,2226,,1,food_beverage,False,2026-02-23,False
TXN00000016,685,247,67.09,COP,approved,2026-03-29 17:35:18,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,39.103.41.43,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.43.3 (KHTML, like Gecko) Version/5.0.3 Safari/535.43.3",1,1399,,1,services,False,2026-03-31,False
TXN00000018,5641,124,61.49,COP,approved,2026-03-15 19:00:30,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,83.50.209.55,Mozilla/5.0 (Android 2.2; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,1,1372,True,6,tech,False,2026-03-17,False
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 04:26:08,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,10.161.40.174,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/5897-05-09 00:56:19.249664 Firefox/3.6.12,1,2482,True,12,travel,False,2026-03-25,False
TXN00000023,4360,267,108.13,COP,approved,2026-03-27 20:03:51,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,110.121.70.224,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8; rv:1.9.4.20) Gecko/5671-02-28 13:59:14.703369 Firefox/5.0,1,828,True,1,travel,False,2026-03-29,False
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 06:30:12,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,182.239.20.209,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),1,1837,True,1,utilities,False,2026-03-11,False
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 08:42:40,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,129.54.86.138,Mozilla/5.0 (Android 4.4.2; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,1,483,,1,travel,False,2026-03-20,False
TXN00000058,3961,219,18.52,COP,pending,2026-03-28 10:34:53,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,183.207.130.120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8; rv:1.9.4.20) Gecko/9223-08-27 16:01:03.874084 Firefox/9.0,1,2518,,1,utilities,False,,False
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 15:54:21,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,40.229.195.135,Mozilla/5.0 (Android 4.1; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,1,2043,,1,entertainment,False,2026-03-07,False
TXN00000069,9159,998,52.11,COP,approved,2026-03-23 20:12:56,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,121.157.104.128,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/51.0.874.0 Safari/536.2",1,210,False,1,utilities,False,2026-03-25,False
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 06:38:00,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,165.57.95.3,Mozilla/5.0 (Windows NT 5.2; bs-BA; rv:1.9.0.20) Gecko/3035-07-05 23:22:26.289852 Firefox/3.8,1,1656,True,3,retail,False,2026-02-17,False
TXN00000074,8922,304,8.12,COP,approved,2026-03-09 02:26:04,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,60.206.248.129,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.874.0 Safari/535.1",1,2184,True,1,utilities,False,2026-03-11,False
TXN00000075,3566,383,52.1,COP,approved,2026-03-26 23:08:33,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,148.75.212.248,Mozilla/5.0 (Android 12.1; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,1,114,True,1,retail,False,2026-03-28,False
TXN00000078,2851,37,14.47,COP,approved,2026-02-18 15:09:35,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,78.52.253.38,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.25.3 (KHTML, like Gecko) Version/4.0.4 Safari/534.25.3",1,318,True,6,travel,False,2026-02-20,False
