transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 16:57:33,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,179.225.76.114,Opera/9.25.(Windows NT 10.0; mi-NZ) Presto/2.9.186 Version/12.00,1,602,True,1,services,False,2026-02-14,False
TXN00000010,4502,636,20.96,COP,approved,2026-02-22 23:11:22,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,110.222.127.198,Opera/8.57.(Windows NT 4.0; ak-GH) Presto/2.9.166 Version/10.00,1,2226,,1,food_beverage,False,2026-02-23,False
TXN00000016,685,247,67.09,COP,approved,2026-03-29 17:50:19,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,91.182.204.158,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5595-11-14 07:03:33.093292 Firefox/10.0,1,1399,,1,services,False,2026-03-31,False
TXN00000018,5641,124,61.49,COP,approved,2026-03-15 19:15:31,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,157.26.31.62,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.0),1,1372,True,6,tech,False,2026-03-17,False
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 04:41:09,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,90.236.6.113,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),1,2482,True,12,travel,False,2026-03-25,False
TXN00000023,4360,267,108.13,COP,approved,2026-03-27 20:18:52,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,173.164.89.255,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),1,828,True,1,travel,False,2026-03-29,False
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 06:45:13,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,45.92.107.245,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/24.0.813.0 Safari/535.2",1,1837,True,1,utilities,False,2026-03-11,False
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 08:57:41,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,170.39.27.34,Opera/8.87.(X11; Linux x86_64; brx-IN) Presto/2.9.186 Version/10.00,1,483,,1,travel,False,2026-03-20,False
TXN00000058,3961,219,18.52,COP,pending,2026-03-28 10:49:54,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,124.36.97.125,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.22.1 (KHTML, like Gecko) Version/5.0.1 Safari/532.22.1",1,2518,,1,utilities,False,,False
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 16:09:22,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,122.221.86.145,Opera/8.97.(X11; Linux i686; te-IN) Presto/2.9.167 Version/10.00,1,2043,,1,entertainment,False,2026-03-07,False
TXN00000069,9159,998,52.11,COP,approved,2026-03-23 20:27:57,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,13.215.63.108,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8 rv:5.0; eo-US) AppleWebKit/534.25.4 (KHTML, like Gecko) Version/4.0.2 Safari/534.25.4",1,210,False,1,utilities,False,2026-03-25,False
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 06:53:01,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,121.110.185.95,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),1,1656,True,3,retail,False,2026-02-17,False
