transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 17:29:28,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,216.156.24.137,Opera/8.99.(Windows NT 10.0; byn-ER) Presto/2.9.182 Version/10.00,1,602,True,1,services,False,2026-02-14,False
TXN00000010,4502,636,20.96,COP,approved,2026-02-22 23:43:17,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,67.169.76.253,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),1,2226,,1,food_beverage,False,2026-02-23,False
TXN00000016,685,247,67.09,COP,approved,2026-03-29 18:22:14,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,195.82.42.141,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/50.0.840.0 Safari/533.1",1,1399,,1,services,False,2026-03-31,False
TXN00000018,5641,124,61.49,COP,approved,2026-03-15 19:47:26,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,58.162.243.188,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6 rv:3.0; ca-IT) AppleWebKit/531.7.2 (KHTML, like Gecko) Version/4.1 Safari/531.7.2",1,1372,True,6,tech,False,2026-03-17,False
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 05:13:04,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,208.58.59.67,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),1,2482,True,12,travel,False,2026-03-25,False
TXN00000023,4360,267,108.13,COP,approved,2026-03-27 20:50:47,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,3.128.91.241,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.832.0 Safari/531.1",1,828,True,1,travel,False,2026-03-29,False
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 07:17:08,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,63.136.37.163,Opera/9.56.(X11; Linux i686; tig-ER) Presto/2.9.162 Version/12.00,1,1837,True,1,utilities,False,2026-03-11,False
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 09:29:36,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,67.181.96.50,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.0),1,483,,1,travel,False,2026-03-20,False
TXN00000058,3961,219,18.52,COP,pending,2026-03-28 11:21:49,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,39.245.212.87,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),1,2518,,1,utilities,False,,False
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 16:41:17,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,111.146.156.31,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),1,2043,,1,entertainment,False,2026-03-07,False
TXN00000069,9159,998,52.11,COP,approved,2026-03-23 20:59:52,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,11.186.80.177,Opera/9.83.(X11; Linux x86_64; bho-IN) Presto/2.9.175 Version/12.00,1,210,False,1,utilities,False,2026-03-25,False
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 07:24:56,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,147.136.195.162,Mozilla/5.0 (Android 7.0; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,1,1656,True,3,retail,False,2026-02-17,False
TXN00000074,8922,304,8.12,COP,approved,2026-03-09 03:13:00,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,69.188.182.129,Opera/9.50.(Windows NT 5.01; hsb-DE) Presto/2.9.168 Version/12.00,1,2184,True,1,utilities,False,2026-03-11,False
TXN00000075,3566,383,52.1,COP,approved,2026-03-26 23:55:29,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,182.96.137.111,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7 rv:5.0; as-IN) AppleWebKit/531.40.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.40.5",1,114,True,1,retail,False,2026-03-28,False
TXN00000078,2851,37,14.47,COP,approved,2026-02-18 15:56:31,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,66.18.60.102,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5 rv:4.0; hy-AM) AppleWebKit/535.22.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.22.2",1,318,True,6,travel,False,2026-02-20,False
TXN00000079,1827,115,12.58,USD,approved,2026-01-17 17:41:35,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,3.37.139.148,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.886.0 Safari/531.2",1,483,True,1,food_beverage,True,2026-01-18,False
TXN00000082,6421,507,20.7,COP,approved,2026-02-14 07:05:13,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,48.14.144.6,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/17.0.895.0 Safari/531.2",1,716,,1,utilities,False,2026-02-16,False
TXN00000095,9463,714,3.81,COP,approved,2026-02-01 06:55:27,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,1.236.172.54,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/38.0.829.0 Safari/532.1",1,2230,False,1,food_beverage,False,2026-02-03,False
TXN00000100,6220,173,76.86,COP,approved,2026-02-10 02:37:19,credit_card,Visa,CO,00,Transaction approved,3.31,2.54,74.32,mobile,186.107.190.1,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),1,139,True,12,tech,False,2026-02-11,False
