transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date,is_suspicious
TXN00000007,4426,940,22.24,COP,approved,2026-02-12 17:02:33,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,68.210.214.29,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5; rv:1.9.2.20) Gecko/5567-07-18 09:06:19.619537 Firefox/3.6.15,1,602,True,1,services,False,2026-02-14,False
TXN00000010,4502,636,20.96,COP,approved,2026-02-22 23:16:22,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,131.102.123.230,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/56.0.880.0 Safari/531.2",1,2226,,1,food_beverage,False,2026-02-23,False
TXN00000016,685,247,67.09,COP,approved,2026-03-29 17:55:19,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,25.32.121.69,Opera/8.77.(X11; Linux i686; nr-ZA) Presto/2.9.164 Version/11.00,1,1399,,1,services,False,2026-03-31,False
TXN00000018,5641,124,61.49,COP,approved,2026-03-15 19:20:31,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,9.204.122.124,Mozilla/5.0 (Android 12; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,1,1372,True,6,tech,False,2026-03-17,False
TXN00000019,3821,602,140.6,COP,approved,2026-03-23 04:46:09,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,193.33.0.238,Opera/9.94.(X11; Linux x86_64; an-ES) Presto/2.9.185 Version/10.00,1,2482,True,12,travel,False,2026-03-25,False
TXN00000023,4360,267,108.13,COP,approved,2026-03-27 20:23:52,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,81.155.111.132,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),1,828,True,1,travel,False,2026-03-29,False
TXN00000040,4753,208,19.51,COP,approved,2026-03-09 06:50:13,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,119.232.49.78,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_7; rv:1.9.3.20) Gecko/5130-09-03 22:34:01.210312 Firefox/3.6.1,1,1837,True,1,utilities,False,2026-03-11,False
TXN00000049,7758,885,57.56,COP,approved,2026-03-19 09:02:41,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,175.191.21.126,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/5.1),1,483,,1,travel,False,2026-03-20,False
TXN00000058,3961,219,18.52,COP,pending,2026-03-28 10:54:54,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,7.169.85.163,Mozilla/5.0 (Windows NT 10.0; gd-GB; rv:1.9.0.20) Gecko/5932-05-26 19:18:23.340775 Firefox/10.0,1,2518,,1,utilities,False,,False
TXN00000059,2465,68,49.02,COP,approved,2026-03-06 16:14:22,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,138.5.95.21,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1; rv:1.9.2.20) Gecko/8610-08-11 12:47:01.763733 Firefox/12.0,1,2043,,1,entertainment,False,2026-03-07,False
TXN00000069,9159,998,52.11,COP,approved,2026-03-23 20:32:57,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,20.104.248.96,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tt-RU) AppleWebKit/533.20.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.20.5",1,210,False,1,utilities,False,2026-03-25,False
TXN00000072,5258,277,7.43,COP,approved,2026-02-16 06:58:01,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,23.92.246.80,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/5.0 Safari/531.22.3",1,1656,True,3,retail,False,2026-02-17,False
TXN00000074,8922,304,8.12,COP,approved,2026-03-09 02:46:05,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,166.107.165.194,Mozilla/5.0 (Android 2.3.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,1,2184,True,1,utilities,False,2026-03-11,False
TXN00000075,3566,383,52.1,COP,approved,2026-03-26 23:28:34,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,198.26.43.191,Opera/9.29.(X11; Linux i686; pl-PL) Presto/2.9.180 Version/11.00,1,114,True,1,retail,False,2026-03-28,False
TXN00000078,2851,37,14.47,COP,approved,2026-02-18 15:29:36,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,84.105.235.173,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hne-IN) AppleWebKit/533.35.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.35.4",1,318,True,6,travel,False,2026-02-20,False
TXN00000079,1827,115,12.58,USD,approved,2026-01-17 17:14:40,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,29.62.184.86,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),1,483,True,1,food_beverage,True,2026-01-18,False
TXN00000082,6421,507,20.7,COP,approved,2026-02-14 06:38:18,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,136.2.39.25,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/25.0.841.0 Mobile/25M403 Safari/531.2",1,716,,1,utilities,False,2026-02-16,False
TXN00000095,9463,714,3.81,COP,approved,2026-02-01 06:28:32,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,193.110.19.231,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/28.0.866.0 Safari/534.2",1,2230,False,1,food_beverage,False,2026-02-03,False
TXN00000100,6220,173,76.86,COP,approved,2026-02-10 02:10:24,credit_card,Visa,CO,00,Transaction approved,3.31,2.54,74.32,mobile,52.25.175.19,Mozilla/5.0 (Android 2.0.1; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,1,139,True,12,tech,False,2026-02-11,False
